loc,cases,deaths,date,Region,year
#adm2+name,#affected+infected,#affected+killed,#date,#region,#year
MANDAUE CITY,31,0,29/09/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,43,0,06/10/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,48,0,13/10/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,42,0,20/10/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,30,0,27/10/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,22,0,03/11/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,21,0,10/11/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,33,0,17/11/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,30,0,24/11/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,36,0,01/12/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,31,0,08/12/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,41,0,15/12/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,30,0,22/12/2019,REGION VII-CENTRAL VISAYAS,2019
MANDAUE CITY,36,0,29/12/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,84,0,13/01/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,147,1,20/01/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,157,0,27/01/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,102,1,03/02/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,115,0,10/02/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,114,0,17/02/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,98,0,24/02/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,84,0,03/03/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,84,0,10/03/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,69,0,17/03/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,39,0,24/03/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,41,0,31/03/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,27,0,07/04/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,32,0,14/04/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,27,0,21/04/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,27,1,28/04/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,33,1,05/05/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,32,0,12/05/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,22,0,19/05/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,39,0,26/05/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,46,0,02/06/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,35,1,09/06/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,50,1,16/06/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,76,2,23/06/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,134,0,30/06/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,106,1,07/07/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,139,0,14/07/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,182,3,21/07/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,180,0,28/07/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,217,0,04/08/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,223,0,11/08/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,271,0,18/08/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,261,0,25/08/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,287,0,01/09/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,252,0,08/09/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,342,1,15/09/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,283,0,22/09/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,228,0,29/09/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,265,0,06/10/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,206,0,13/10/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,215,1,20/10/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,161,0,27/10/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,111,1,03/11/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,126,0,10/11/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,154,0,17/11/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,113,0,24/11/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,103,1,01/12/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,88,1,08/12/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,121,1,15/12/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,89,0,22/12/2019,REGION VII-CENTRAL VISAYAS,2019
 NEGROS ORIENTAL,71,1,29/12/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,10,0,13/01/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,5,0,20/01/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,10,0,27/01/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,6,0,03/02/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,5,0,10/02/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,7,0,17/02/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,1,0,24/02/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,3,0,03/03/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,2,0,10/03/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,7,0,17/03/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,4,0,24/03/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,31/03/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,5,0,07/04/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,2,0,14/04/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,21/04/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,28/04/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,05/05/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,12/05/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,1,0,19/05/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,3,0,26/05/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,2,0,02/06/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,1,0,09/06/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,16/06/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,1,0,23/06/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,0,0,30/06/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,6,0,07/07/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,7,0,14/07/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,6,0,21/07/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,5,0,28/07/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,16,0,04/08/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,11,0,11/08/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,25,0,18/08/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,25,0,25/08/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,26,0,01/09/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,12,0,08/09/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,16,0,15/09/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,17,0,22/09/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,11,0,29/09/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,14,0,06/10/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,3,0,13/10/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,17,0,20/10/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,4,0,27/10/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,6,0,03/11/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,12,0,10/11/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,12,0,17/11/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,28,0,24/11/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,20,0,01/12/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,16,0,08/12/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,19,0,15/12/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,17,0,22/12/2019,REGION VII-CENTRAL VISAYAS,2019
SISQUIJOR,23,0,29/12/2019,REGION VII-CENTRAL VISAYAS,2019
BILIRAN,9,0,13/01/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,20,0,20/01/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,38,1,27/01/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,33,0,03/02/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,55,0,10/02/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,36,0,17/02/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,46,0,24/02/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,28,0,03/03/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,34,0,10/03/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,14,0,17/03/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,7,0,24/03/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,15,0,31/03/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,7,0,07/04/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,2,0,14/04/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,10,0,21/04/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,4,0,28/04/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,3,0,05/05/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,4,0,12/05/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,6,0,19/05/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,0,0,26/05/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,2,0,02/06/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,9,0,09/06/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,2,0,16/06/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,3,0,23/06/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,7,0,30/06/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,7,0,07/07/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,8,0,14/07/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,7,0,21/07/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,7,0,28/07/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,6,0,04/08/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,14,0,11/08/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,29,0,18/08/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,25,0,25/08/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,37,0,01/09/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,39,0,08/09/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,17,0,15/09/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,6,0,22/09/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,23,0,29/09/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,14,0,06/10/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,20,0,13/10/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,13,0,20/10/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,28,0,27/10/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,15,0,03/11/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,10,0,10/11/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,26,0,17/11/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,17,0,24/11/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,16,0,01/12/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,18,0,08/12/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,15,0,15/12/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,11,0,22/12/2019,REGION VII-EASTERN VISAYAS,2019
BILIRAN,1,0,29/12/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,37,0,13/01/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,63,0,20/01/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,44,1,27/01/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,72,2,03/02/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,104,1,10/02/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,41,0,17/02/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,43,1,24/02/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,47,0,03/03/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,41,0,10/03/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,24,0,17/03/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,24,0,24/03/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,31,0,31/03/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,13,1,07/04/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,12,0,14/04/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,16,0,21/04/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,15,0,28/04/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,13,1,05/05/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,14,0,12/05/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,11,0,19/05/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,15,0,26/05/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,13,1,02/06/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,31,1,09/06/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,27,0,16/06/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,34,0,23/06/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,36,1,30/06/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,40,0,07/07/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,137,0,14/07/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,139,0,21/07/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,244,0,28/07/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,289,0,04/08/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,216,0,11/08/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,252,1,18/08/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,261,1,25/08/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,195,1,01/09/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,123,0,08/09/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,237,0,15/09/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,140,0,22/09/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,128,0,29/09/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,138,0,06/10/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,111,0,13/10/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,83,0,20/10/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,68,0,27/10/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,49,0,03/11/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,25,0,10/11/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,57,0,17/11/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,34,0,24/11/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,2,0,01/12/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,3,0,08/12/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,6,0,15/12/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,5,0,22/12/2019,REGION VII-EASTERN VISAYAS,2019
EASTERN SAMAR,8,0,29/12/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,67,0,13/01/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,77,1,20/01/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,94,1,27/01/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,63,0,03/02/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,65,0,10/02/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,48,0,17/02/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,29,0,24/02/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,24,0,03/03/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,34,0,10/03/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,27,0,17/03/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,34,0,24/03/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,30,0,31/03/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,38,0,07/04/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,44,1,14/04/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,55,1,21/04/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,34,0,28/04/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,11,0,05/05/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,28,0,12/05/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,37,0,19/05/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,29,0,26/05/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,41,0,02/06/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,39,0,09/06/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,70,1,16/06/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,113,0,23/06/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,120,0,30/06/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,177,1,07/07/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,316,1,14/07/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,461,0,21/07/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,549,0,28/07/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,458,3,04/08/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,571,1,11/08/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,507,2,18/08/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,407,1,25/08/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,292,2,01/09/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,250,1,08/09/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,291,0,15/09/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,228,0,22/09/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,179,0,29/09/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,211,1,06/10/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,166,0,13/10/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,144,0,20/10/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,120,0,27/10/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,65,0,03/11/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,62,0,10/11/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,65,1,17/11/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,73,0,24/11/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,74,0,01/12/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,43,1,08/12/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,54,0,15/12/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,68,0,22/12/2019,REGION VII-EASTERN VISAYAS,2019
LEYTE,44,0,29/12/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,69,0,13/01/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,67,0,20/01/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,42,0,27/01/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,41,0,03/02/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,35,0,10/02/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,27,0,17/02/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,32,0,24/02/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,16,0,03/03/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,23,0,10/03/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,15,0,17/03/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,18,0,24/03/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,14,0,31/03/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,11,0,07/04/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,7,0,14/04/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,9,0,21/04/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,4,0,28/04/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,8,0,05/05/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,6,0,12/05/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,7,0,19/05/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,5,0,26/05/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,14,0,02/06/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,9,0,09/06/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,19,0,16/06/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,12,0,23/06/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,23,0,30/06/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,21,0,07/07/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,47,0,14/07/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,57,0,21/07/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,76,0,28/07/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,91,0,04/08/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,100,1,11/08/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,140,0,18/08/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,161,0,25/08/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,104,0,01/09/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,118,1,08/09/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,98,0,15/09/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,84,1,22/09/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,93,0,29/09/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,76,1,06/10/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,77,0,13/10/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,92,1,20/10/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,76,0,27/10/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,30,0,03/11/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,18,0,10/11/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,12,1,17/11/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,34,0,24/11/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,17,0,01/12/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,3,0,08/12/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,10,0,15/12/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,12,0,22/12/2019,REGION VII-EASTERN VISAYAS,2019
NORTHERN SAMAR,20,0,29/12/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,15,0,13/01/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,5,0,20/01/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,6,0,27/01/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,12,0,03/02/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,11,0,10/02/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,10,0,17/02/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,14,0,24/02/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,6,0,03/03/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,9,0,10/03/2019,REGION VII-EASTERN VISAYAS,2019
ORMOC CITY,6,0,17/03/2019,REGION VII-EASTERN VISAYAS,2019
